Program Time [s];data 0
11.5415;0.01
11.5948;0
11.648;0.01
11.6972;0.01
11.7504;0
11.7996;0.01
11.8528;0
11.906;0.01
11.9552;0
12.0085;0.01
12.0576;0.01
12.1109;0.01
12.1641;0.01
12.2133;0
12.2665;0.01
12.3157;0.01
12.3688;0.01
12.418;0.01
12.4712;0.01
12.5245;0.01
12.5737;0.01
12.6269;0.01
12.6761;0
12.7293;0.01
12.7825;0
12.8317;0
12.8849;0.01
12.9341;0.01
12.9873;0.01
13.0406;0
13.0898;0.01
13.1431;0
13.1921;0.01
13.2453;0.01
13.2945;0.01
13.3478;0.01
13.401;0.01
13.4501;0.01
13.5034;0.01
13.5526;0.01
13.606;0.01
13.659;0.01
13.7083;0.01
13.7614;0.01
13.8106;0.01
13.8638;0.01
13.9171;0
13.9662;0.01
14.0195;0.01
14.0687;0
14.1219;0.01
14.1751;0.01
14.2243;0.01
14.2775;0.01
14.3266;0.01
14.3799;0.01
14.4291;0.01
14.4823;0.01
14.5356;0.01
14.5847;0.01
14.6379;0.01
14.6871;0.01
14.7403;0
14.7935;0.01
14.8427;0.01
14.896;0.01
14.9452;0
14.9984;0.01
15.0517;0.01
15.1008;0.01
15.154;0.01
15.2032;0.01
15.2564;0.01
15.3056;0
15.3588;0.01
15.412;0.01
15.4612;0.01
15.5144;0.01
15.5637;0.01
15.6168;0.01
15.6701;0.01
15.7192;0.01
15.7725;0.01
15.8216;0.01
15.8748;0.01
15.9281;0.01
15.9773;0.01
16.0305;0.01
16.0797;0.01
16.133;0.01
16.1861;0.01
16.2353;0.01
16.2885;0.01
16.3377;0.03
16.3909;0.05
16.4442;-0.1
16.4933;0.07
16.5466;-0.02
16.5958;-0.02
16.649;0
16.6981;0.13
16.7514;0
16.8046;0.01
16.8538;-0.02
16.907;0.05
16.9562;0.03
17.0094;0.03
17.0626;0.01
17.1118;-0.06
17.165;0.05
17.2142;0.45
17.2674;0.79
17.3207;-0.16
17.3739;-0.34
17.423;-0.08
17.4764;-0.04
17.5256;-0.02
17.5787;-0.06
17.628;-0.06
17.6811;0.31
17.7303;0.19
17.7835;-0.3
17.8367;-0.2
17.8859;0.03
17.9392;0.07
17.9883;1.35
18.0416;0.89
18.0948;-0.2
18.144;-0.02
18.1972;0.57
18.2464;0.25
18.2996;0.27
18.3487;0.07
18.402;0.01
18.4552;0.15
18.5044;0.25
18.5576;0.29
18.6108;-0.02
18.66;0.07
18.7132;0.01
18.7624;0.09
18.8156;-0.16
18.8648;0.11
18.9181;0.03
18.9713;0.11
19.0205;0.21
19.0737;0.19
19.1269;-0.04
19.1761;0.13
19.2252;0.23
19.2785;0.21
19.3317;0.17
19.385;0.17
19.4341;0.19
19.4833;0.15
19.5365;-0.28
19.5898;-1.49
19.643;0.13
19.6921;0.29
19.7413;0.05
19.7945;0.11
19.8478;0.11
19.8969;0.23
19.9503;0.17
19.9994;0.19
20.0526;0.23
20.1058;0.05
20.155;0.15
20.2082;0.41
20.2574;0.25
20.3106;0.05
20.3639;0.03
20.413;0.01
20.4663;0.01
20.5154;0
20.5686;0.01
20.6178;0.01
20.6711;0
20.7243;0
20.7735;0.03
20.8267;0.03
20.8759;0.03
20.9291;0.03
20.9825;0.03
21.0315;0.03
21.0847;0.03
21.1339;0.01
21.1871;0.03
21.2404;0.01
21.2895;0.01
21.3428;0.01
21.392;0.03
21.4452;0.03
21.4984;0.03
21.5476;0.01
21.6008;0.03
21.65;0.01
21.7031;0.01
21.7523;0.01
21.8056;0.03
21.8589;0.03
21.908;0.01
21.9614;0.01
22.0104;0.03
22.0637;0.01
22.1169;0.01
22.166;0.01
22.2193;0.03
22.2684;0.03
22.3216;0.03
22.3749;0.03
22.4241;0.03
22.4773;0.01
22.5265;0.01
22.5797;0.03
22.6329;0.03
22.6821;0.01
22.7353;0.01
22.7845;0.03
22.8377;0.03
22.8869;0.01
22.9401;0.03
22.9934;0.03
23.0426;0.01
23.0958;0.03
23.1449;0.03
23.1981;0.03
23.2514;0.03
23.3006;0.03
23.3538;0.01
23.403;0.03
23.4562;0.01
23.5094;0.01
23.5586;0.01
23.6118;0.01
23.661;0.01
23.7142;0.01
23.7675;0.03
23.8166;0.03
23.8699;0.03
23.9191;0.01
23.9723;0.03
24.0214;0.03
24.0747;0.01
24.1279;0.01
24.1771;0.05
24.2303;0.03
24.2795;0.03
24.3327;0.03
24.386;0.03
24.4351;0.03
24.4883;0.03
24.5376;0.03
24.5907;0.03
24.644;0.03
24.6931;0.03
24.7464;0.03
24.7956;0.03
24.8489;0.03
24.902;0.03
24.9512;0.03
25.0044;0.01
25.0536;0.01
25.1068;0.01
25.16;0.01
25.2092;0.01
25.2624;0.01
25.3116;0.03
25.3649;0.01
25.414;0.01
25.4673;0.03
25.5205;0.03
25.5696;0.01
25.6229;0.03
25.672;0.03
25.7253;0.03
25.7785;0.03
25.8277;0.03
25.8809;0.01
25.9301;0.03
25.9833;0.03
26.0366;0.01
26.0857;0.01
26.1389;0.03
26.1881;0.03
26.2413;0.01
26.2946;0.01
26.3438;0.01
26.397;0.03
26.4461;0.01
26.4994;0.03
26.5486;0.03
26.6017;0.03
26.655;0.03
26.7042;0.03
26.7574;0.03
26.8066;0.03
26.8598;0.03
26.9131;0.03
26.9623;0.01
27.0154;0.01
27.0646;0.01
27.1178;0.01
27.1711;0.01
27.2202;0.01
27.2736;0.01
27.3227;0.01
27.3759;0.03
27.4291;0.03
27.4783;0.03
27.5316;0.03
27.5807;0.03
27.6339;0.03
27.6831;0.03
27.7363;0.01
27.7896;0.03
27.8388;0.03
27.8919;0.03
27.9411;0.01
27.9944;0.03
28.0476;0.03
28.0967;0.01
28.15;0.03
28.1992;0.03
28.2524;0.03
28.3057;0.03
28.3548;0.03
28.408;0.03
28.4572;0.03
28.5104;0.03
28.5637;0.01
28.6128;0.01
28.666;0.01
28.7152;0.01
28.7686;0.03
28.8176;0.01
28.8708;0.01
28.9241;0.03
28.9733;0.03
29.0266;0.03
29.0757;0.03
29.1289;0.03
29.1821;0.01
29.2313;0.01
29.2851;0.03
29.3338;0.03
29.387;0.03
29.4402;0.01
29.4893;0.03
29.5426;0.03
29.5917;0.03
29.6449;0.03
29.6982;0.03
29.7474;0.03
29.8006;0.01
29.8498;0.01
29.903;0.01
29.9523;0.01
30.0055;0.01
30.0586;0.01
30.1078;0.03
30.161;0.01
30.2102;0.03
30.2635;0.03
30.3167;0.01
30.3659;0.03
30.4191;0.01
30.4682;0.03
30.5215;0.03
30.5747;0.01
30.6239;0.01
30.6771;0.03
30.7263;0.01
30.7796;0.03
30.8327;0.03
30.8819;0.03
30.9351;0.03
30.9843;0.03
31.0376;0.03
31.0867;0.01
31.1399;0.03
31.1932;0.03
31.2424;0.01
31.2956;0.01
31.3448;0.03
31.398;0.03
31.4512;0.03
31.5004;0.03
31.5536;0.03
31.6028;0.03
31.656;0.01
31.7093;0.01
31.7585;0.01
31.8116;0.01
31.8608;0.01
31.9141;0.03
31.9673;0.03
32.0164;0.01
32.0697;0.01
32.1188;0.01
32.1721;0.01
32.2212;0.01
32.2746;0.01
32.3278;0.01
32.377;0.03
32.4301;0.03
32.4793;0.03
32.5325;0.01
32.5857;0.01
32.6349;0.01
32.6882;0.01
32.7373;0.01
32.7905;0.01
32.8438;0.01
32.8929;0.03
32.9462;0.03
