Program Time [s];data 0
12.8341;0.01
12.8874;0
12.9365;0
12.9897;0.01
13.0391;0.01
13.0922;0.03
13.1453;-0.02
13.1945;0
13.2477;0.01
13.2969;0
13.3501;0
13.4034;0.01
13.4526;0
13.5058;0.01
13.555;0
13.6082;0
13.6574;0
13.7106;0
13.7638;0
13.813;0.01
13.8662;0.01
13.9195;-0.02
13.9688;0.01
14.0218;0
14.0711;0
14.1243;0.01
14.1734;0
14.2266;0.01
14.2799;0
14.329;-0.02
14.3824;0.01
14.4355;-0.02
14.4847;0
14.534;0
14.5871;0.01
14.6403;0.01
14.6895;-0.02
14.7427;0.01
14.7919;0
14.8451;0
14.8984;0
14.9475;0.01
15.0008;0.01
15.0499;0
15.1031;0.01
15.1564;0.01
15.2055;0
15.2588;-0.08
15.308;0.53
15.3612;-0.1
15.4144;-0.52
15.4636;-0.04
15.5168;-0.54
15.5661;0.17
15.6192;-0.04
15.6724;-0.02
15.7216;0
15.7748;0.27
15.824;-0.02
15.8774;0.01
15.9264;0
15.9797;-0.14
16.0329;0
16.082;-0.1
16.1353;-0.08
16.1845;0.07
16.2377;0.29
16.2909;0.11
16.3401;0.07
16.3933;0.03
16.4465;0.51
16.4957;0.03
16.5449;0.27
16.5981;-0.1
16.6513;0.03
16.7005;0.19
16.7537;1.09
16.8029;0.07
16.8561;-0.2
16.9094;0.07
16.9586;-0.1
17.0118;-0.3
17.061;0.01
17.1142;-0.08
17.1674;-0.38
17.2166;-0.02
17.2698;0.37
17.319;0.15
17.3723;0.17
17.4254;-0.14
17.4746;0.33
17.5278;0.27
17.5811;0.21
17.6303;0.03
17.6794;0.07
17.7326;-0.1
17.7859;0.21
17.8393;0.05
17.8884;0.03
17.9416;0.27
17.9907;0.11
18.0439;0.19
18.0931;0.13
18.1464;0
18.1955;0.05
18.2487;-0.04
18.3019;0.13
18.3511;0
18.4044;0.05
18.4576;-0.04
18.5068;0.19
18.56;0.15
18.6091;-0.02
18.6624;0.09
18.7156;0.09
18.7648;-3.75
18.8181;0.23
18.8672;0.15
18.9204;-0.18
18.9737;-0.54
19.0228;0.03
19.072;0.05
19.1252;0.09
19.1784;0.09
19.2276;0.01
19.2808;0
19.3341;-0.02
19.3833;0
19.4366;0.01
19.4857;0.03
19.5389;0.01
19.5881;0
19.6413;0
19.6945;0.01
19.7437;0.01
19.7969;0.01
19.8461;0.01
19.8993;0.01
19.9525;0.01
20.0017;0.01
20.055;0.01
20.1041;0.01
20.1574;0.01
20.2065;0.01
20.2598;0.01
20.3135;0.01
20.3622;0.01
20.4154;0.01
20.4646;0.01
20.5178;0
20.571;0.01
20.6202;0.01
20.6734;0.01
20.7226;0
20.7758;0.01
20.8291;0.01
20.8784;0.01
20.9315;0.01
20.9807;0.01
21.0339;0.01
21.083;0.01
21.1363;0.01
21.1895;0
21.2387;0.01
21.2919;0.01
21.3411;0.01
21.3943;0.01
21.4475;0.01
21.4967;0.01
21.55;0.01
21.5991;0.01
21.6524;0
21.7056;0
21.7547;0.01
21.8079;0
21.8571;0.01
21.9104;0.01
21.9596;0.01
22.0128;0.01
22.066;0.01
22.1152;0.01
22.1684;0
22.2176;0.01
22.2708;0.01
22.324;0.01
22.3733;0.01
22.4264;0.01
22.4756;0.01
22.5288;0.01
22.582;0.01
22.6312;0.01
22.6845;0.01
22.7336;0.01
22.7869;0.01
22.8401;0.01
22.8893;0.01
22.9425;0.01
22.9917;0
23.0449;0.01
23.094;0.01
23.1473;0.01
23.2005;0.01
23.2497;0.01
23.303;0.01
23.3521;0.01
23.4054;0.01
23.4585;0.01
23.5078;0.01
23.5609;0.01
23.6101;0.01
23.6634;0.01
23.7166;0.01
23.7658;0.01
23.8191;0.01
23.8682;0.01
23.9214;0.01
23.9746;0.01
24.0238;0.01
24.077;0.01
24.1262;0.01
24.1794;0.01
24.2286;0.01
24.2819;0.01
24.3351;0.01
24.3843;0.01
24.4374;0
24.4866;0.01
24.5399;0.01
24.5931;0.01
24.6423;0.01
24.6955;0.01
24.7447;0.01
24.7979;0.01
24.8512;0.01
24.9004;0.01
24.9535;0.01
25.0027;0.01
25.0559;0.01
25.1092;0.01
25.1583;0.01
25.2115;0.01
25.2608;0.01
25.3141;0.01
25.3632;0.01
25.4164;0
25.4696;0.01
25.5188;0.01
25.572;0.01
25.6213;0.01
25.6744;0.01
25.7277;0.01
25.7768;0.01
25.8301;0.01
25.8793;0.01
25.9325;0.01
25.9856;0.01
26.0348;0.01
26.088;0.01
26.1372;0.01
26.1904;0.01
26.2437;0.01
26.2929;0.01
26.3462;0.01
26.3953;0.01
26.4485;0.01
26.4977;0.01
26.5509;0.01
26.6041;0.01
26.6533;0.01
26.7066;0.01
26.7557;0.01
26.809;0.01
26.8622;0.01
26.9113;0.01
26.9646;0
27.0137;0.01
27.067;0.01
27.1202;0.01
27.1694;0.01
27.2226;0.01
27.2718;0.01
27.325;0.01
27.3742;0.01
27.4274;0.01
27.4806;0.01
27.5298;0.01
27.583;0.01
27.6322;0.01
27.6854;0.01
27.7387;0.01
27.7879;0.01
27.8411;0.01
27.8903;0
27.9435;0.01
27.9967;0.01
28.0459;0.01
28.0991;0.01
28.1483;0.01
28.2015;0.01
28.2548;0.01
28.3039;0.01
28.3572;0.01
28.4063;0.01
28.4595;0.01
28.5087;0.01
28.5619;0.01
28.6152;0.01
28.6643;0.01
28.7179;0.01
28.7668;0.01
28.82;0.01
28.8732;0.01
28.9224;0.01
28.9756;0.01
29.0248;0.01
29.078;0.01
29.1313;0.01
29.1804;0.01
29.2337;0.01
29.2829;0.01
29.3362;0.01
29.3893;0.01
29.4384;0.01
29.4917;0.01
29.5409;0.01
29.5941;0.01
29.6433;0.01
29.6965;0.01
29.7497;0.01
29.7989;0.01
29.8521;0.01
29.9013;0.01
29.9545;0.01
30.0078;0
30.0569;0.01
30.1102;0.01
30.1593;0
30.2126;0.01
30.2658;0.01
30.3151;0.01
30.3682;0.01
30.4174;0.01
30.4706;0.01
30.5238;0.01
30.5729;0.01
30.6262;0.01
30.6754;0.01
30.7286;0
30.7778;0.01
30.831;0.01
30.8843;0.01
30.9334;0
30.9867;0.01
31.0358;0
31.089;0.01
31.1424;0.01
31.1915;0.01
31.2448;0.01
31.2939;0.01
31.3471;0.01
31.4003;0.01
31.4495;0.01
31.5027;0.01
31.5519;0.01
31.6052;0.01
31.6543;0.01
31.7075;0.01
31.7607;0.01
31.8099;0.01
31.8632;0.01
31.9123;0.01
31.9656;0.01
32.0188;0.01
32.0679;0.01
32.1212;0.01
32.1704;0.01
32.2236;0.01
32.2768;0.01
32.326;0.01
32.3792;0.01
32.4284;0.01
32.4816;0.01
32.5349;0.01
32.584;0.01
32.6373;0.01
32.6865;0.01
32.7397;0.01
32.7888;0.01
32.8421;0.01
32.8953;0.01
32.9444;0.01
32.9977;0.01
33.0469;0.01
33.1001;0.01
33.1535;0.01
33.2025;0.01
33.2557;0.01
33.305;0.01
33.3582;0.01
33.4114;0.01
33.4605;0.01
33.5138;0.01
33.5629;0.01
33.6162;0.01
33.6695;0.01
33.7186;0.01
33.7718;0.01
33.821;0.01
33.8742;0.01
33.9234;0.01
33.9766;0.01
34.0298;0.01
34.079;0.01
34.1323;0.01
34.1815;0.01
34.2347;0.01
34.2879;0
34.337;0.01
34.3903;0.01
34.4394;0.01
34.4926;0.01
34.5459;0.01
34.5951;0.01
34.6483;0.01
34.6975;0.01
34.7507;0.01
34.8039;0.01
34.8532;0.01
34.9063;0
34.9555;0.01
35.0087;0.01
35.0579;0
35.1112;0.01
35.1644;0
35.2136;0
35.2668;0.01
35.3159;0.01
35.3692;0
35.4224;0.01
35.4716;0.01
35.5248;0.01
35.574;0.01
35.6272;0.01
